Gene ID,Gene Name,Chromosome,Gene Start,Gene End,Gene Length,Gene Strand,IntervalCount,Intervals,Interval Dists to Start,Interval Pos,1_WT_NRF2::1 Present,2_Nrf2_dbminus_NRF2::1 Present,3_Keap1_dbminus_NRF2::1 Present,1_WT_NRF2::1 AvgPeak,2_Nrf2_dbminus_NRF2::1 AvgPeak,3_Keap1_dbminus_NRF2::1 AvgPeak,ActRegCount,Peak Sample,Peak Value,UCSC Link,Altsymbols,Full Description,RNA,Affy Tag,PROT
GeneID:65112,Pmepa1,2,"173,224,465","173,276,533","52,068",-,1,3_Keap1_dbminus_NRF2::1::1571,18789,in gene,0,0,1,7.00,7.00,15.00,1,3_Keap1_dbminus_NRF2::1,15,Gene Pmepa1,"Stag1, AW455466, 2210418I02Rik, Tmepai, N4wbp4, Pmepa1, Erg1.2","prostate transmembrane protein, androgen induced 1",NM_022995.3,"1422705_at, 1422706_at",NP_075371.2
GeneID:70065,Ankrd60,2,"173,568,661","173,578,341","9,680",-,2,"3_Keap1_dbminus_NRF2::1::1572, 3_Keap1_dbminus_NRF2::1::1573","12709, 12133","downstream, downstream",0,0,1,4.00,3.00,18.00,2,3_Keap1_dbminus_NRF2::1,22,Gene Ankrd60,"1700019A24Rik, 1700030G11Rik, Ankrd60",ankyrin repeat domain 60,"NM_027303.1, NM_001199955.1",,"NP_081579.1, NP_001186884.1"
GeneID:100043757,Zfp831,2,"174,643,534","174,710,832","67,298",+,1,3_Keap1_dbminus_NRF2::1::1574,30386,in gene,0,0,1,3.00,7.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Zfp831,"OTTMUSG00000017459, ENSMUSG00000050600, Rp23-45p4.1, Zfp831",zinc finger protein 831,NM_001099328.1,,NP_001092798.1
GeneID:12561,Cdh4,2,"179,442,478","179,899,375","456,897",+,1,3_Keap1_dbminus_NRF2::1::1576,400226,in gene,0,0,1,7.00,4.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Cdh4,"AW120700, R-Cadh, Cdh4, Rcad, R-cadherin",cadherin 4,NM_009867.2,,NP_033997.1
GeneID:269397,Ss18l1,2,"180,042,483","180,070,201","27,718",+,1,3_Keap1_dbminus_NRF2::1::1577,28205,downstream,0,0,1,8.00,7.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Ss18l1,"CREST, Ss18l1, A230053O16Rik",synovial sarcoma translocation gene on chromosome 18-like 1,NM_178750.5,,NP_848865.4
GeneID:52856,Gtpbp5,2,"180,070,593","180,085,902","15,309",+,1,3_Keap1_dbminus_NRF2::1::1577,95,in gene,0,0,1,8.00,7.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Gtpbp5,"1810011P19Rik, Gtpbp5, D2Bwg0647e, 2900056P18Rik",GTP binding protein 5,"NM_001083329.1, NM_028422.1, NM_181424.3, NM_001083328.1",1430272_at,"NP_001076798.1, NP_082698.1, NP_852089.2, NP_001076797.1"
GeneID:228983,Osbpl2,2,"180,119,366","180,162,680","43,314",+,1,3_Keap1_dbminus_NRF2::1::1578,51994,downstream,0,0,1,7.00,13.00,49.00,1,3_Keap1_dbminus_NRF2::1,49,Gene Osbpl2,"KIAA0772, mKIAA0772, Osbpl2, C130070J12Rik, ORP-2, Orp2, MGC28451",oxysterol binding protein-like 2,NM_144500.3,,NP_653083.2
GeneID:56436,Adrm1,2,"180,171,588","180,176,283","4,695",+,1,3_Keap1_dbminus_NRF2::1::1578,-228,upstream,0,0,1,7.00,13.00,49.00,1,3_Keap1_dbminus_NRF2::1,49,Gene Adrm1,"AA408205, AU043535, Adrm1, Arm1, Gp110, ARM-1, 1110063P18Rik, 2510006J17Rik, Rpn13",adhesion regulating molecule 1,NM_019822.3,1419263_a_at,NP_062796.2
GeneID:16776,Lama5,2,"180,176,373","180,225,859","49,486",-,1,3_Keap1_dbminus_NRF2::1::1578,54499,downstream,0,0,1,7.00,13.00,49.00,1,3_Keap1_dbminus_NRF2::1,49,Gene Lama5,"laminin-511, AA408760, AA408762, [a]5, Lama5, AI853660, mKIAA0533","laminin, alpha 5",NM_001081171.2,"1427009_at, 1427010_s_at",NP_001074640.1
GeneID:23856,Dido1,2,"180,657,964","180,709,999","52,035",-,2,"1_WT_NRF2::1::162, 3_Keap1_dbminus_NRF2::1::1579","8687, 8783","in gene, in gene",1,0,1,10.00,6.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Dido1,"Datf1, DIO-1, mKIAA0333, Dido2, 6720461J16Rik, Dido3, C530043I07, D130048F08Rik, Dido1",death inducer-obliterator 1,"NM_011805.2, NM_177852.3, NM_175551.3",1431258_at,"NP_035935.2, NP_808520.2, NP_780760.2"
GeneID:13628,Eef1a2,2,"181,147,692","181,157,015","9,323",-,1,3_Keap1_dbminus_NRF2::1::1580,-985,upstream,0,0,1,6.00,3.00,18.00,1,3_Keap1_dbminus_NRF2::1,18,Gene Eef1a2,"S1, Eef1a, wasted, Eef1a2, wst",eukaryotic translation elongation factor 1 alpha 2,NM_007906.2,1418062_at,NP_031932.1
GeneID:75149,4930539M17Rik,3,"9,061,964","9,071,076","9,112",+,1,3_Keap1_dbminus_NRF2::1::1582,1812,in gene,0,0,1,2.00,2.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene 4930539M17Rik,4930539M17Rik,RIKEN cDNA 4930539M17 gene,NR_040597.1,,
GeneID:320088,C030034L19Rik,3,"9,403,078","9,413,903","10,825",+,1,3_Keap1_dbminus_NRF2::1::1584,-4550,upstream,0,0,1,4.00,2.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene C030034L19Rik,"A130044O20Rik, C030034L19Rik",RIKEN cDNA C030034L19 gene,NR_015499.2,,
GeneID:170753,Zfp704,3,"9,427,010","9,610,085","183,075",-,1,3_Keap1_dbminus_NRF2::1::1585,94373,in gene,0,0,1,4.00,4.00,43.00,1,3_Keap1_dbminus_NRF2::1,43,Gene Zfp704,"C030026M03, Zfp704, C030034L19Rik, Gig1, Znf704",zinc finger protein 704,NM_133218.2,"1417848_at, 1417849_at",NP_573481.1
GeneID:72007,Fndc3b,3,"27,416,162","27,710,439","294,277",-,1,3_Keap1_dbminus_NRF2::1::1590,53543,in gene,0,0,1,8.00,4.00,15.00,1,3_Keap1_dbminus_NRF2::1,15,Gene Fndc3b,"AW550168, KIAA4164, Fad104, mKIAA4164, 1600019O04Rik, Fndc3b",fibronectin type III domain containing 3B,NM_173182.2,1433833_at,NP_775274.2
GeneID:100038440,Gm16508,3,"41,286,061","41,290,590","4,529",-,1,3_Keap1_dbminus_NRF2::1::1593,5630,downstream,0,0,1,7.00,9.00,26.00,1,3_Keap1_dbminus_NRF2::1,26,Gene Gm16508,"Gm16508, ENSMUSG00000074617",predicted gene 16508,"XR_107485.1, XR_104786.1",,
GeneID:72511,2610316D01Rik,3,"45,280,439","45,378,260","97,821",-,1,3_Keap1_dbminus_NRF2::1::1594,2004,in gene,0,0,1,2.00,2.00,15.00,1,3_Keap1_dbminus_NRF2::1,15,Gene 2610316D01Rik,2610316D01Rik,RIKEN cDNA 2610316D01 gene,NR_045172.1,,
GeneID:18526,Pcdh10,3,"45,378,398","45,434,579","56,181",+,1,3_Keap1_dbminus_NRF2::1::1594,-2142,upstream,0,0,1,2.00,2.00,15.00,1,3_Keap1_dbminus_NRF2::1,15,Gene Pcdh10,"6430703F07Rik, 6430521D13Rik, OL-pc, Pcdh10, mKIAA1400",protocadherin 10,"NM_011043.3, NM_001098170.1, NM_001098171.1, NM_001098172.1","1421311_at, 1425563_s_at, 1430667_at","NP_035173.2, NP_001091640.1, NP_001091641.1, NP_001091642.1"
GeneID:26570,Slc7a11,3,"50,364,936","50,443,613","78,677",-,3,"3_Keap1_dbminus_NRF2::1::1596, 3_Keap1_dbminus_NRF2::1::1597, 3_Keap1_dbminus_NRF2::1::1598","6941, 5373, -83","in gene, in gene, upstream",0,0,1,3.67,3.67,29.67,3,3_Keap1_dbminus_NRF2::1,48,Gene Slc7a11,"xCT, 9930009M05Rik, Slc7a11, sut, AI451155","solute carrier family 7 (cationic amino acid transporter, y+ system), member 11",NM_011990.2,1420413_at,NP_036120.1
GeneID:211666,Mgst2,3,"51,661,193","51,682,675","21,482",+,1,3_Keap1_dbminus_NRF2::1::1601,9687,in gene,0,0,1,5.00,1.00,20.00,1,3_Keap1_dbminus_NRF2::1,20,Gene Mgst2,"MGST-II, GST2, MGC41409, Mgst2",microsomal glutathione S-transferase 2,NM_174995.2,,NP_778160.2
GeneID:56458,Foxo1,3,"52,268,337","52,350,109","81,772",+,1,3_Keap1_dbminus_NRF2::1::1602,27460,in gene,0,0,1,2.00,7.00,18.00,1,3_Keap1_dbminus_NRF2::1,18,Gene Foxo1,"AI876417, FKHR, Afxh, Foxo1a, Foxo1, Fkhr1",forkhead box O1,NM_019739.3,"1416981_at, 1416982_at, 1416983_s_at",NP_062713.2
GeneID:242022,Frem2,3,"53,513,938","53,657,355","143,417",-,1,3_Keap1_dbminus_NRF2::1::1605,99931,in gene,0,0,1,2.00,2.00,15.00,1,3_Keap1_dbminus_NRF2::1,15,Gene Frem2,"nv1, 6030440P17Rik, my, Frem2, 8430406N05Rik, Gm409, ne",Fras1 related extracellular matrix protein 2,NM_172862.3,,NP_766450.2
GeneID:97064,Wwtr1,3,"57,455,644","57,575,910","120,266",-,1,3_Keap1_dbminus_NRF2::1::1606,20102,in gene,0,0,1,3.00,5.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Wwtr1,"Wwtr1, Taz, C78399, TAZ, 2310058J06Rik, 2610021I22Rik",WW domain containing transcription regulator 1,"NM_133784.3, NM_001168281.1","1417817_a_at, 1417818_at","NP_598545.2, NP_001161753.1"
GeneID:18645,Pfn2,3,"57,841,895","57,847,757","5,862",-,1,3_Keap1_dbminus_NRF2::1::1607,1581,in gene,0,0,1,8.00,6.00,38.00,1,3_Keap1_dbminus_NRF2::1,38,Gene Pfn2,"Pfn, Pfn2",profilin 2,NM_019410.3,"1418209_a_at, 1418210_at",NP_062283.1
GeneID:56758,Mbnl1,3,"60,472,830","60,629,748","156,918",+,2,"3_Keap1_dbminus_NRF2::1::1611, 3_Keap1_dbminus_NRF2::1::1612","96162, 97794","in gene, in gene",0,0,1,8.50,1.50,23.00,2,3_Keap1_dbminus_NRF2::1,29,Gene Mbnl1,"Mbnl, Mbnl1, mKIAA0428",muscleblind-like 1 (Drosophila),"NM_020007.3, NM_001253708.1, NM_001253709.1, NM_001253710.1, NM_001253711.1, NM_001253713.1",1416904_at,"NP_064391.2, NP_001240637.1, NP_001240638.1, NP_001240639.1, NP_001240640.1, NP_001240642.1"
GeneID:100503654,Gm19816,3,"60,577,699","60,581,360","3,661",+,2,"3_Keap1_dbminus_NRF2::1::1611, 3_Keap1_dbminus_NRF2::1::1612","-8707, -7075","upstream, upstream",0,0,1,8.50,1.50,23.00,2,3_Keap1_dbminus_NRF2::1,29,Gene Gm19816,Gm19816,"predicted gene, 19816","XR_140591.1, XR_142029.1",,
GeneID:74012,Rap2b,3,"61,364,507","61,368,703","4,196",+,3,"3_Keap1_dbminus_NRF2::1::1613, 3_Keap1_dbminus_NRF2::1::1614, 3_Keap1_dbminus_NRF2::1::1615","-1067, -539, -91","upstream, upstream, upstream",0,0,1,9.33,8.00,17.67,3,3_Keap1_dbminus_NRF2::1,23,Gene Rap2b,"AA408554, 4021402C18Rik, Rap2b","RAP2B, member of RAS oncogene family",NM_028712.4,"1417914_at, 1417915_at",NP_082988.1
GeneID:16649,Kpna4,3,"69,072,221","69,127,092","54,871",-,1,3_Keap1_dbminus_NRF2::1::1617,8132,in gene,0,0,1,6.00,9.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Kpna4,"Kpna4, 1110058D08Rik, IPOA3",karyopherin (importin) alpha 4,NM_008467.4,"1417974_at, 1417975_at",NP_032493.1
GeneID:67738,Ppid,3,"79,591,389","79,603,650","12,261",+,1,3_Keap1_dbminus_NRF2::1::1620,99,in gene,0,0,1,7.00,5.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Ppid,"CYP-40, Ppid, 4930564J03Rik, Ppidl, Ppif",peptidylprolyl isomerase D (cyclophilin D),NM_026352.3,,NP_080628.1
GeneID:80890,Trim2,3,"84,161,874","84,220,877","59,003",-,1,3_Keap1_dbminus_NRF2::1::1623,11709,in gene,0,0,1,1.00,2.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Trim2,"narf, mKIAA0517, Trim2, KIAA0517",tripartite motif-containing 2,NM_030706.2,"1417027_at, 1417028_a_at, 1417029_a_at",NP_109631.1
GeneID:229487,Pet112,3,"85,574,129","85,654,470","80,341",+,1,3_Keap1_dbminus_NRF2::1::1625,-2625,upstream,0,0,1,4.00,3.00,10.00,1,3_Keap1_dbminus_NRF2::1,10,Gene Pet112,"9430026F02Rik, Pet112l, MGC11629, Pet112",PET112 homolog (S. cerevisiae),NM_144896.4,1424282_at,NP_659145.1
GeneID:100502914,Gm19451,3,"88,138,135","88,139,398","1,263",-,1,3_Keap1_dbminus_NRF2::1::1627,-5978,upstream,0,0,1,7.00,4.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Gm19451,Gm19451,"predicted gene, 19451","XR_107509.1, XR_104842.1",,
GeneID:17261,Mef2d,3,"88,142,395","88,169,167","26,772",+,1,3_Keap1_dbminus_NRF2::1::1627,2981,in gene,0,0,1,7.00,4.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Mef2d,"MGC31718, C80750, Mef2d",myocyte enhancer factor 2D,NM_133665.3,"1421388_at, 1434487_at",NP_598426.1
GeneID:56700,0610031J06Rik,3,"88,325,023","88,328,631","3,608",+,1,3_Keap1_dbminus_NRF2::1::1628,10945,downstream,0,0,1,11.00,6.00,32.00,1,3_Keap1_dbminus_NRF2::1,32,Gene 0610031J06Rik,"NCU-G1, AB027141, 0610031J06Rik",RIKEN cDNA 0610031J06 gene,NM_020003.1,1416830_at,NP_064387.1
GeneID:71913,Tmem79,3,"88,328,653","88,334,433","5,780",-,1,3_Keap1_dbminus_NRF2::1::1628,-1535,upstream,0,0,1,11.00,6.00,32.00,1,3_Keap1_dbminus_NRF2::1,32,Gene Tmem79,"Tmem79, 2310042N02Rik, 2310074C17Rik",transmembrane protein 79,NM_024246.5,1430483_a_at,NP_077208.1
GeneID:229512,Smg5,3,"88,336,260","88,362,337","26,077",+,1,3_Keap1_dbminus_NRF2::1::1628,-292,upstream,0,0,1,11.00,6.00,32.00,1,3_Keap1_dbminus_NRF2::1,32,Gene Smg5,"Smg5, mKIAA1089, MGC56792, MGC30464, BC024683, MGC118167","Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)",NM_178246.3,1434546_at,NP_839977.2
GeneID:16905,Lmna,3,"88,481,149","88,503,332","22,183",-,3,"3_Keap1_dbminus_NRF2::1::1629, 3_Keap1_dbminus_NRF2::1::1630, 3_Keap1_dbminus_NRF2::1::1631","10244, 7172, 516","in gene, in gene, in gene",0,0,1,9.33,8.00,15.33,3,3_Keap1_dbminus_NRF2::1,17,Gene Lmna,"Lmna, Dhe",,"NM_019390.2, NM_001111102.1, NM_001002011.2","1421654_a_at, 1425472_a_at, 1426868_x_at","NP_062263.1, NP_001104572.1, NP_001002011.2"
GeneID:74200,2810403A07Rik,3,"88,685,794","88,712,933","27,139",+,1,3_Keap1_dbminus_NRF2::1::1632,32190,downstream,0,0,1,5.00,4.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene 2810403A07Rik,"AI451678, 2810403A07Rik, AI256352, A430106P18Rik, Kiaa0907, Blom7",RIKEN cDNA 2810403A07 gene,NM_028814.3,"1426365_at, 1430955_at",NP_083090.2
GeneID:19769,Rit1,3,"88,716,854","88,731,048","14,194",+,1,3_Keap1_dbminus_NRF2::1::1632,1130,in gene,0,0,1,5.00,4.00,16.00,1,3_Keap1_dbminus_NRF2::1,16,Gene Rit1,"ROC1, RIBB, Rit, Rit1",Ras-like without CAAX 1,"NM_009069.4, NM_001163310.1, NR_028056.1","1420540_a_at, 1428710_at","NP_033095.1, NP_001156782.1"
GeneID:72296,Rusc1,3,"89,083,977","89,093,363","9,386",-,1,3_Keap1_dbminus_NRF2::1::1633,3443,in gene,0,0,1,4.00,10.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Rusc1,"2210403N08Rik, NESCA, Rusc1, AA408288",RUN and SH3 domain containing 1,"NM_001083807.1, NM_028188.2, NM_001083808.1","1431137_at, 1434743_x_at, 1436014_a_at","NP_001077276.1, NP_082464.2, NP_001077277.1"
GeneID:110196,Fdps,3,"89,093,588","89,101,967","8,379",-,1,3_Keap1_dbminus_NRF2::1::1633,12047,downstream,0,0,1,4.00,10.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Fdps,"MGC107162, mKIAA1293, Fdpsl1, AI256750, Fdps, 6030492I17Rik",farnesyl diphosphate synthetase,"NM_001253751.1, NM_134469.4",1423418_at,"NP_001240680.1, NP_608219.1"
GeneID:329702,Dcst2,3,"89,365,400","89,373,620","8,220",+,1,3_Keap1_dbminus_NRF2::1::1634,13432,downstream,0,0,1,9.00,11.00,35.00,1,3_Keap1_dbminus_NRF2::1,35,Gene Dcst2,"Gm760, Dcst2",DC-STAMP domain containing 2,"XM_910066.3, XM_283860.6",,"XP_915159.1, XP_283860.4"
GeneID:22724,Zbtb7b,3,"89,377,646","89,393,203","15,557",-,3,"1_WT_NRF2::1::163, 3_Keap1_dbminus_NRF2::1::1634, 3_Keap1_dbminus_NRF2::1::1635","-1725, 14371, -1773","upstream, in gene, upstream",1,0,1,13.00,10.00,37.50,2,3_Keap1_dbminus_NRF2::1,40,Gene Zbtb7b,"Zfp67, Zbtb7b, MGC102577, Thpok, c-Krox",zinc finger and BTB domain containing 7B,NM_009565.4,1420663_at,NP_033591.2
GeneID:545539,Gm15417,3,"89,391,864","89,398,779","6,915",+,2,"1_WT_NRF2::1::163, 3_Keap1_dbminus_NRF2::1::1635","3064, 3112","in gene, in gene",1,0,1,17.00,9.00,40.00,1,3_Keap1_dbminus_NRF2::1,40,Gene Gm15417,"ENSMUSG00000074466, OTTMUSG00000021274, Gm15417",predicted gene 15417,"NR_040403.1, NR_040404.1",,
GeneID:68911,Pygo2,3,"89,430,837","89,435,128","4,291",+,1,3_Keap1_dbminus_NRF2::1::1636,-9381,upstream,0,0,1,4.00,4.00,18.00,1,3_Keap1_dbminus_NRF2::1,18,Gene Pygo2,"Pygo2, 1190004M21Rik, mpygo2",pygopus 2,NM_026869.2,1428249_at,NP_081145.1
GeneID:16194,Il6ra,3,"89,869,324","89,913,162","43,838",-,1,3_Keap1_dbminus_NRF2::1::1637,17610,in gene,0,0,1,6.00,3.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Il6ra,"CD126, IL-6R, MGC30256, Il6ra, Il6r","interleukin 6 receptor, alpha",NM_010559.2,1422270_a_at,NP_034689.2
GeneID:100124481,Mir190b,3,"90,070,020","90,070,099",79,+,1,3_Keap1_dbminus_NRF2::1::1638,10268,downstream,0,0,1,10.00,10.00,10.00,1,3_Keap1_dbminus_NRF2::1,10,Gene Mir190b,"Mir190b, Mirn190b",microRNA 190b,NR_030543.1,,
GeneID:59069,Tpm3,3,"90,072,651","90,100,902","28,251",+,1,3_Keap1_dbminus_NRF2::1::1638,7637,in gene,0,0,1,10.00,10.00,10.00,1,3_Keap1_dbminus_NRF2::1,10,Gene Tpm3,"Tpm-5, MGC102590, Tm5NM, Tpm3, gamma-TM, hTM30nm, Tpm5, Trop-5, hTMnm","tropomyosin 3, gamma","NM_001253738.1, NM_001253740.1, NM_022314.3","1427260_a_at, 1427567_a_at","NP_001240667.1, NP_001240669.1, NP_071709.2"
GeneID:66511,Chtop,3,"90,498,958","90,509,443","10,485",-,1,3_Keap1_dbminus_NRF2::1::1639,-4941,upstream,0,0,1,2.00,4.00,11.00,1,3_Keap1_dbminus_NRF2::1,11,Gene Chtop,"C81330, Srag, 2500003M10Rik, Fop, Chtop",chromatin target of PRMT1,NM_023215.5,"1423408_a_at, 1423409_a_at",NP_075704.2
GeneID:20193,S100a1,3,"90,511,034","90,514,330","3,296",-,1,3_Keap1_dbminus_NRF2::1::1639,-54,upstream,0,0,1,2.00,4.00,11.00,1,3_Keap1_dbminus_NRF2::1,11,Gene S100a1,"AI266795, S100a, S100a1, S100",S100 calcium binding protein A1,NM_011309.3,"1417421_at, 1419814_s_at",NP_035439.1
GeneID:20196,S100a13,3,"90,514,435","90,524,581","10,146",+,1,3_Keap1_dbminus_NRF2::1::1639,-51,upstream,0,0,1,2.00,4.00,11.00,1,3_Keap1_dbminus_NRF2::1,11,Gene S100a13,S100a13,S100 calcium binding protein A13,NM_009113.4,1418704_at,NP_033139.2
GeneID:19185,Psmd4,3,"95,032,705","95,042,545","9,840",-,1,3_Keap1_dbminus_NRF2::1::1641,273,in gene,0,0,1,8.00,4.00,19.00,1,3_Keap1_dbminus_NRF2::1,19,Gene Psmd4,"Mcb1, angiocidin, Psmd4, Af1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",NM_008951.1,"1418874_a_at, 1425859_a_at",NP_032977.1
GeneID:213054,Gabpb2,3,"95,181,766","95,217,942","36,176",-,1,3_Keap1_dbminus_NRF2::1::1642,-10586,upstream,0,0,1,7.00,5.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Gabpb2,"Gabpb2, AV050852, 1810015F01Rik, 9430006E19Rik, A430024B14Rik, Gabpb2-1, 5830427M07","GA repeat binding protein, beta 2","NM_172512.2, NM_029885.1",,"NP_766100.1, NP_084161.1"
GeneID:56772,Mllt11,3,"95,218,544","95,228,677","10,133",-,1,3_Keap1_dbminus_NRF2::1::1642,149,in gene,0,0,1,7.00,5.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Mllt11,"Zfp692, AI839562, Af1q, Mllt11","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",NM_019914.4,"1416313_at, 1416314_at",NP_064298.1
GeneID:57912,Cdc42se1,3,"95,228,780","95,236,409","7,629",+,1,3_Keap1_dbminus_NRF2::1::1642,-252,upstream,0,0,1,7.00,5.00,21.00,1,3_Keap1_dbminus_NRF2::1,21,Gene Cdc42se1,"AW558204, Cdcse1, SCIP1, Spec1, Cdc42se1, 1300002M12Rik",CDC42 small effector 1,"NM_001038708.2, NM_172395.2","1428131_a_at, 1428132_at","NP_001033797.1, NP_765983.1"
GeneID:229588,Gm128,3,"95,236,920","95,241,109","4,189",-,2,"3_Keap1_dbminus_NRF2::1::1642, 3_Keap1_dbminus_NRF2::1::1643","12581, -5739","downstream, upstream",0,0,1,4.50,6.50,19.00,2,3_Keap1_dbminus_NRF2::1,21,Gene Gm128,"Ment, Gm128, pmis1",,NM_001024841.3,,NP_001020012.1
GeneID:171388,Bnipl,3,"95,241,293","95,251,193","9,900",-,1,3_Keap1_dbminus_NRF2::1::1643,4345,in gene,0,0,1,2.00,8.00,17.00,1,3_Keap1_dbminus_NRF2::1,17,Gene Bnipl,"1700128A13Rik, BNIP-S, BNIPL2, PP753, BNIPL1, MGC8103, PP73, Bnipl",BCL2/adenovirus E1B 19kD interacting protein like,"NM_134253.2, NM_001168356.1",1420683_at,"NP_599014.2, NP_001161828.1"
GeneID:71790,Anxa9,3,"95,296,093","95,307,176","11,083",-,1,3_Keap1_dbminus_NRF2::1::1646,13448,downstream,0,0,1,4.00,3.00,36.00,1,3_Keap1_dbminus_NRF2::1,36,Gene Anxa9,"Anxa9, 2310069F17Rik, 1110003P15Rik",annexin A9,"NM_023628.2, NM_001085383.1",1431554_a_at,"NP_076117.2, NP_001078852.1"
GeneID:229595,Adamtsl4,3,"95,676,204","95,687,858","11,654",-,1,3_Keap1_dbminus_NRF2::1::1647,-4707,upstream,0,0,1,4.00,3.00,12.00,1,3_Keap1_dbminus_NRF2::1,12,Gene Adamtsl4,"MGC28749, Tsrc1, Adamtsl4",ADAMTS-like 4,NM_144899.2,,NP_659148.2
GeneID:13601,Ecm1,3,"95,734,148","95,739,569","5,421",-,2,"3_Keap1_dbminus_NRF2::1::1648, 3_Keap1_dbminus_NRF2::1::1649","6545, 5617","downstream, downstream",0,0,1,3.50,4.50,19.00,2,3_Keap1_dbminus_NRF2::1,26,Gene Ecm1,"AI663821, p85, Ecm1",extracellular matrix protein 1,"NM_007899.2, NM_001252653.1",,"NP_031925.2, NP_001239582.1"
GeneID:71807,Tars2,3,"95,739,974","95,754,977","15,003",-,2,"3_Keap1_dbminus_NRF2::1::1648, 3_Keap1_dbminus_NRF2::1::1649","21953, 21025","downstream, downstream",0,0,1,3.50,4.50,19.00,2,3_Keap1_dbminus_NRF2::1,26,Gene Tars2,"Tarsl1, Tars2, AI429208, 2610024N01Rik","threonyl-tRNA synthetase 2, mitochondrial (putative)","NM_027931.3, NM_001163617.1, NM_001163618.1, NM_001163619.1",1431125_a_at,"NP_082207.2, NP_001157089.1, NP_001157090.1, NP_001157091.1"
GeneID:621893,Hist2h2ab,3,"96,219,916","96,220,308",392,+,1,3_Keap1_dbminus_NRF2::1::1650,5663,downstream,0,0,1,4.00,1.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Hist2h2ab,"H2a-613a, Hist2h2ab, EG621893","histone cluster 2, H2ab",NM_178213.3,,NP_835585.3
GeneID:319176,Hist2h2ac,3,"96,220,455","96,220,844",389,-,1,3_Keap1_dbminus_NRF2::1::1650,-4735,upstream,0,0,1,4.00,1.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Hist2h2ac,"Hist2h2ac, H2a-613b","histone cluster 2, H2ac",NM_175662.1,,NP_783593.1
GeneID:319190,Hist2h2be,3,"96,221,121","96,223,738","2,617",+,1,3_Keap1_dbminus_NRF2::1::1650,4458,downstream,0,0,1,4.00,1.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Hist2h2be,"H2b-613, T25626, AV127319, Hist2h2be","histone cluster 2, H2be",NM_178214.3,,NP_835586.2
GeneID:21384,Tbx15,3,"99,253,760","99,354,260","100,500",+,1,3_Keap1_dbminus_NRF2::1::1653,42640,in gene,0,0,1,7.00,4.00,25.00,1,3_Keap1_dbminus_NRF2::1,25,Gene Tbx15,"Tbx14, de, Tbx8, Tbx15",T-box 15,NM_009323.2,"1418755_at, 1422195_s_at",NP_033349.2
GeneID:329727,Dennd2c,3,"103,127,556","103,169,738","42,182",+,2,"3_Keap1_dbminus_NRF2::1::1657, 3_Keap1_dbminus_NRF2::1::1658","1884, 13916","in gene, in gene",0,0,1,4.50,3.50,18.00,2,3_Keap1_dbminus_NRF2::1,23,Gene Dennd2c,"A930010I20Rik, Dennd2c",DENN/MADD domain containing 2C,NM_177857.1,,NP_808525.2
GeneID:80281,Cttnbp2nl,3,"105,001,915","105,053,146","51,231",-,1,3_Keap1_dbminus_NRF2::1::1664,-70,upstream,0,0,1,1.00,7.00,14.00,1,3_Keap1_dbminus_NRF2::1,14,Gene Cttnbp2nl,"MGC7720, BC003236, mKIAA1433, AU018624, AA589392, AA552995, Cttnbp2nl",CTTNBP2 N-terminal like,"NM_030249.4, NM_001163332.1, NM_001163333.1","1418985_at, 1435542_s_at","NP_084525.1, NP_001156804.1, NP_001156805.1"
GeneID:12977,Csf1,3,"107,741,048","107,760,469","19,421",-,1,3_Keap1_dbminus_NRF2::1::1665,9493,in gene,0,0,1,4.00,7.00,23.00,1,3_Keap1_dbminus_NRF2::1,23,Gene Csf1,"Csfm, op, Csf1, CSF-1, C87615, M-CSF",colony stimulating factor 1 (macrophage),"NM_007778.4, NM_001113529.1, NM_001113530.1","1425154_a_at, 1425155_x_at","NP_031804.3, NP_001107001.1, NP_001107002.1"
